ID,I_STATE,RR,AA,FFF,NNNNNNNNNN,DD,MM,YYYY,UPSZN_DATE,DATE_UPSZN,TR_DATE,RECEIPT_CREATE_FLAG,C_REQUESTFILE,C_RESPONSEFILE,I_MODE,STATE,STATEDESCRIPTION,MSGID,STATUS,STATUSDESCRIPTION,SUM_TOTAL,SUM_GRANTED,SUM_DENIED,COUNT_TOTAL,COUNT_GRANTED,COUNT_DENIED,REPORT_DATE,COPY_DATE,SERVICE, 
6,51,05,09,000,0003,01,01,2019,15.01.2019,15.01.2019,15.01.2019,1,RO05090000003012019,RU05090000003012019,check,-2,,bad69f47-6752-4c94-a56f-80a322c783ee,ESBSuccess,,0,0,0,,,,,,recipient, 
1,70,05,09,000,0001,01,01,2019,14.01.2019,14.01.2019,14.01.2019,1,RO05090000001012019,RU05090000001012019,finish,1, ,0483ded2-f811-4a02-89d0-322ac023fd37,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
10,51,12,42,000,0001,01,01,2019,16.01.2019,16.01.2019,,1,RO12420000001012019,RO12420000001012019,check,-2,,5ff9d289-bca3-4175-b518-a91182032e9e,ESBFailed,"ESB126303: Помилка підпису SIGN. Цифровий підпис недійсний. Криптографічний контекст не встановлений для задачі &quot,Перевірка цифрового підпису&quot,.",0,0,0,,,,,,recipient, 
14,51,05,17,000,0001,01,01,2019,17.01.2019,17.01.2019,,1,RO05170000001012019,RO05170000001012019,check,-2,,3737c679-ff31-455f-b37e-899ef03cabda,ESBFailed,"ESB126303: Помилка підпису SIGN. Цифровий підпис недійсний. Не знайдено сертифікат видавця з Ід.ключа=ab6c7df9a3891da17ac6b7e16a8755a19d28104cc31c5ae1c52ce0f8a000e655, який потрібен для перевірки сертифіката:
Власник: ST=ВІННИЦЬКА, L=ПІЩАНКА, C=UA, SERIALNUMBER=3229025, GIVENNAME=ІННА МИХАЙЛІВНА, SURNAME=ЛУК&apos,ЯНОВА, CN=ЛУК&apos,ЯНОВА ІННА МИХАЙЛІВНА, T=ГОЛОВНИЙ СПЕЦIАЛIСТ ВIДДIЛУ ДОПОМОГ, O=ОМС УПР. ПРАЦI ТА СОЦ. ЗАХИСТУ НАСЕЛЕННЯ ПIЩАНСЬКОЇ РДА,
Видавець: L=Київ, C=UA, SERIALNUMBER=UA-14360570-2018, CN=АЦСК АТ КБ «ПРИВАТБАНК», OU=АЦСК, O=АКЦІОНЕРНЕ ТОВАРИСТВО КОМЕРЦІЙНИЙ БАНК «ПРИВАТБАНК»,
Серійний номер: 247906057610293349115230444096198571993754616064,
Ід. ключа: 3f1303e54db7556e8a96834deb77e4a038aa9b7435167ce776cbf483e6239064..",0,0,0,,,,,,recipient, 
20,41,68,02,000,0001,01,01,2019,17.01.2019,17.01.2019,,1,RO68020000001012019,RO68020000001012019,push,-1,,,ECCFailed,IOC-005:Помилка 2 підпису(невідповідність ролі),0,0,0,,,,,,recipient, 
25,70,48,17,000,0002,01,01,2019,17.01.2019,21.01.2019,21.01.2019,1,RO48170000002012019,RU48170000002012019,finish,1,,d48b65ae-2bd8-4da4-8887-77d01506570f,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
47,41,68,02,000,0001,01,01,2019,21.01.2019,21.01.2019,,1,RO68020000001012019,RO68020000001012019,push,-1,,,ECCFailed,IOC-005:Помилка 2 підпису(невідповідність ролі),0,0,0,,,,,,recipient, 
69,70,05,17,000,0003,01,01,2019,21.01.2019,21.01.2019,21.01.2019,1,RO05170000003012019,RU05170000003012019,finish,1,,2c4d7c2a-5f9d-429c-ba32-28e16ccbd37b,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
76,41,61,03,001,0001,01,01,2019,21.01.2019,21.01.2019,,1,RO61030010001012019,RO61030010001012019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,,,recipient, 
79,70,13,18,000,0001,01,01,2019,21.01.2019,21.01.2019,21.01.2019,1,RO13180000001012019,RU13180000001012019,finish,1,,44ed68c5-7066-4a48-b482-cb9aca72e431,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
88,41,32,24,000,0001,01,01,2019,22.01.2019,22.01.2019,,1,RO32240000001012019,RO32240000001012019,push,-1,ESB126305: regId реєстру співпадає з отриманим раніше,,ECCSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
95,70,05,06,000,0003,01,01,2019,22.01.2019,22.01.2019,22.01.2019,1,RO05060000003012019,RU05060000003012019,finish,1,,7c7af6bb-6d3c-4d8a-912b-08186e87bb43,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
102,41,13,12,000,0003,01,01,2019,22.01.2019,22.01.2019,,1,RO13120000003012019,RO13120000003012019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,,,recipient, 
107,70,14,51,000,0001,01,01,2019,22.01.2019,22.01.2019,22.01.2019,1,RO14510000001012019,RU14510000001012019,finish,1,,a1a2f6e2-921d-4a35-aec7-8d9caf172983,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
112,70,35,11,000,0004,01,01,2019,22.01.2019,22.01.2019,22.01.2019,1,RO35110000004012019,RU35110000004012019,finish,1,,06258b9c-ae19-47ad-9258-79a0d6d48495,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
117,70,35,21,000,0002,01,01,2019,22.01.2019,22.01.2019,22.01.2019,1,RO35210000002012019,RU35210000002012019,finish,1,,518dec16-61f4-4ede-8232-beedfb3842b4,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
122,41,48,17,000,0005,01,01,2019,22.01.2019,22.01.2019,,1,RO48170000005012019,RO48170000005012019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,,,recipient, 
127,70,56,20,000,0001,01,01,2019,22.01.2019,22.01.2019,22.01.2019,1,RO56200000001012019,RU56200000001012019,finish,1,,68d8cf12-bb8b-493d-b529-d32ba7713960,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
132,70,61,03,001,0002,01,01,2019,22.01.2019,22.01.2019,22.01.2019,1,RO61030010002012019,RU61030010002012019,finish,1,,3cd2dbce-f9b6-4563-8500-341b232b4896,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
137,41,65,13,000,0001,01,01,2019,22.01.2019,22.01.2019,,1,RO65130000001012019,RO65130000001012019,push,-1,,,ECCFailed,IOC-005:Помилка 2 підпису(невідповідність ролі),0,0,0,,,,,,recipient, 
140,70,13,18,000,0002,01,01,2019,22.01.2019,23.01.2019,23.01.2019,1,RO13180000002012019,RU13180000002012019,finish,1,,d03a0804-97f7-459a-bf7b-41e347c60e80,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
145,41,23,13,000,0001,01,01,2019,23.01.2019,23.01.2019,,1,RO23130000001012019,RO23130000001012019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,,,recipient, 
152,70,05,17,000,0004,01,01,2019,23.01.2019,23.01.2019,23.01.2019,1,RO05170000004012019,RU05170000004012019,finish,1,,3a3bd9d1-dac8-4f78-a160-ee15d5c34d83,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
156,70,14,23,000,0002,01,01,2019,23.01.2019,24.01.2019,24.01.2019,1,RO14230000002012019,RU14230000002012019,finish,1,,9adc6daf-842a-4280-8705-e4d82739b9a7,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
157,70,14,34,000,0002,01,01,2019,23.01.2019,24.01.2019,24.01.2019,1,RO14340000002012019,RU14340000002012019,finish,1,,05ac7773-536e-42da-ad28-336885058759,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
161,41,35,18,000,0001,01,01,2019,23.01.2019,23.01.2019,,1,RO35180000001012019,RO35180000001012019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,,,recipient, 
162,70,35,28,000,0001,01,01,2019,23.01.2019,23.01.2019,23.01.2019,1,RO35280000001012019,RU35280000001012019,finish,1,,d002db80-22e1-4e76-ae03-6c70bb2d4c73,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
164,70,61,13,000,0003,01,01,2019,23.01.2019,23.01.2019,23.01.2019,1,RO61130000003012019,RU61130000003012019,finish,1,,157d7620-385d-4eb6-9b36-f9461595b800,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
166,70,63,39,000,0002,01,01,2019,23.01.2019,23.01.2019,23.01.2019,1,RO63390000002012019,RU63390000002012019,finish,1,,96a7c859-f9c0-43be-948a-c3c59beaa44c,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
168,70,23,13,000,0002,01,01,2019,23.01.2019,23.01.2019,23.01.2019,1,RO23130000002012019,RU23130000002012019,finish,1,,8e63cd45-e17b-46a7-ac83-4d261cdc6d77,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
172,41,68,21,003,0001,01,01,2019,23.01.2019,23.01.2019,,1,RO68210030001012019,RO68210030001012019,push,-1,,,ECCFailed,IOC-004:Помилка 1 підпису(невідповідність ролі),0,0,0,,,,,,recipient, 
173,70,12,27,000,0001,01,01,2019,23.01.2019,23.01.2019,23.01.2019,1,RO12270000001012019,RU12270000001012019,finish,1,,19b3214a-df20-4d56-9fd5-dff58b70ab0a,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
175,70,35,03,000,0001,01,01,2019,23.01.2019,23.01.2019,23.01.2019,1,RO35030000001012019,RU35030000001012019,finish,1,,739be20e-7339-41b8-8ac6-15d38a53a1fb,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
177,70,63,02,000,0001,01,01,2019,23.01.2019,23.01.2019,23.01.2019,1,RO63020000001012019,RU63020000001012019,finish,1,,c5a2ec66-4e2d-418f-87c8-735e532bdfb3,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
4,61,59,22,001,0002,01,01,2019,14.01.2019,14.01.2019,14.01.2019,1,RO59220010002012019,RO59220010002012019,check,-2,,40cc883c-ba87-4d41-be5b-fbd5389f50d7,EBKFailed,ESB126100: ,0,0,0,,,,,,recipient, 
5,70,59,22,001,0003,01,01,2019,14.01.2019,14.01.2019,15.01.2019,1,RO59220010003012019,RU59220010003012019,finish,1,,4da42857-3ffe-4c5b-bfb6-c2ee1929be6a,ESBSuccess,,0,0,0,,,,,,recipient, 
9,51,05,17,000,0001,01,01,2019,16.01.2019,16.01.2019,16.01.2019,1,RO05170000001012019,RO05170000001012019,check,-2,,3737c679-ff31-455f-b37e-899ef03cabda,ESBFailed,"ESB126303: Помилка підпису SIGN. Цифровий підпис недійсний. Не знайдено сертифікат видавця з Ід.ключа=ab6c7df9a3891da17ac6b7e16a8755a19d28104cc31c5ae1c52ce0f8a000e655, який потрібен для перевірки сертифіката:
Власник: ST=ВІННИЦЬКА, L=ПІЩАНКА, C=UA, SERIALNUMBER=3229025, GIVENNAME=ІННА МИХАЙЛІВНА, SURNAME=ЛУК&apos,ЯНОВА, CN=ЛУК&apos,ЯНОВА ІННА МИХАЙЛІВНА, T=ГОЛОВНИЙ СПЕЦIАЛIСТ ВIДДIЛУ ДОПОМОГ, O=ОМС УПР. ПРАЦI ТА СОЦ. ЗАХИСТУ НАСЕЛЕННЯ ПIЩАНСЬКОЇ РДА,
Видавець: L=Київ, C=UA, SERIALNUMBER=UA-14360570-2018, CN=АЦСК АТ КБ «ПРИВАТБАНК», OU=АЦСК, O=АКЦІОНЕРНЕ ТОВАРИСТВО КОМЕРЦІЙНИЙ БАНК «ПРИВАТБАНК»,
Серійний номер: 247906057610293349115230444096198571993754616064,
Ід. ключа: 3f1303e54db7556e8a96834deb77e4a038aa9b7435167ce776cbf483e6239064..",0,0,0,,,,,,recipient, 
22,70,14,36,000,0001,01,01,2019,17.01.2019,17.01.2019,17.01.2019,1,RO14360000001012019,RU14360000001012019,finish,1,,6a02828b-3203-4b9f-bfe5-9e674b92e183,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
27,70,05,09,000,0011,01,01,2019,21.01.2019,21.01.2019,21.01.2019,1,RO05090000011012019,RU05090000011012019,finish,1,,6b9030a2-e21a-4134-a2b8-4f1d215a9c0d,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
32,51,12,42,000,0001,01,01,2019,21.01.2019,21.01.2019,21.01.2019,1,RO12420000001012019,RO12420000001012019,check,-2,,5ff9d289-bca3-4175-b518-a91182032e9e,ESBFailed,"ESB126303: Помилка підпису SIGN. Цифровий підпис недійсний. Криптографічний контекст не встановлений для задачі &quot,Перевірка цифрового підпису&quot,.",0,0,0,,,,,,recipient, 
34,70,14,40,000,0001,01,01,2019,21.01.2019,21.01.2019,21.01.2019,1,RO14400000001012019,RU14400000001012019,finish,1,,6bf43f22-ccbc-404a-9a7c-9caca99d79e9,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
35,51,26,12,000,0001,01,01,2019,21.01.2019,21.01.2019,,1,RO26120000001012019,RO26120000001012019,check,-2,,53829f6c-c9ac-4b7f-b517-d1b7efffc900,ESBFailed,ESB126303: Помилка підпису SIGN. Цифровий підпис недійсний. Під час перевірки цифрового підпису у всіх 1 випадках виникла помилка.,0,0,0,,,,,,recipient, 
37,70,35,09,000,0001,01,01,2019,21.01.2019,21.01.2019,21.01.2019,1,RO35090000001012019,RU35090000001012019,finish,1,,f3fed9c8-1e18-450c-8734-dc56ee476f4b,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
40,70,35,14,000,0001,01,01,2019,21.01.2019,21.01.2019,21.01.2019,1,RO35140000001012019,RU35140000001012019,finish,1,,2cd2eab5-64b1-463e-9493-b29fad1dc784,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
43,70,48,17,000,0002,01,01,2019,21.01.2019,21.01.2019,21.01.2019,1,RO48170000002012019,RU48170000002012019,finish,1,,d48b65ae-2bd8-4da4-8887-77d01506570f,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
53,41,68,01,000,0001,01,01,2019,21.01.2019,21.01.2019,,1,RO68010000001012019,RO68010000001012019,push,-1,,,ECCSuccess,IOC-001:Помилка XSD-схеми,0,0,0,,,,,,recipient, 
56,41,05,21,000,0001,01,01,2019,21.01.2019,21.01.2019,,1,RO05210000001012019,RO05210000001012019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,,,recipient, 
58,41,05,23,000,0001,01,01,2019,21.01.2019,21.01.2019,,1,RO05230000001012019,RO05230000001012019,push,-1,ESB126305: regId реєстру співпадає з отриманим раніше,,ECCSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
62,70,48,14,000,0001,01,01,2019,21.01.2019,21.01.2019,21.01.2019,1,RO48140000001012019,RU48140000001012019,finish,1,,ac9b66ad-3a62-46b9-86f3-2a0811bd43d8,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
66,51,48,17,000,0001,01,01,2019,21.01.2019,21.01.2019,21.01.2019,1,RO48170000001012019,RO48170000001012019,check,-2,,62feb3b9-ccc4-4b85-af78-efb23a58278f,ESBFailed,ESB126302: Помилка структури XML в DATA,0,0,0,,,,,,recipient, 
72,70,35,01,000,0002,01,01,2019,21.01.2019,21.01.2019,21.01.2019,1,RO35010000002012019,RU35010000002012019,finish,1,,6ce78172-3cd3-427f-85db-4b43515e5066,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
77,70,68,01,000,0002,01,01,2019,21.01.2019,21.01.2019,21.01.2019,1,RO68010000002012019,RU68010000002012019,finish,1,,c9fcafc9-91ca-445b-976b-c1db52722958,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
78,41,05,06,000,0002,01,01,2019,21.01.2019,21.01.2019,,1,RO05060000002012019,RO05060000002012019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,,,recipient, 
84,70,05,09,000,0019,01,01,2019,22.01.2019,22.01.2019,22.01.2019,1,RO05090000019012019,RU05090000019012019,finish,1,,ba855eae-eb92-4327-a28c-bae138e757e4,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
89,70,35,05,000,0001,01,01,2019,22.01.2019,22.01.2019,22.01.2019,1,RO35050000001012019,RU35050000001012019,finish,1,,626e9e61-f164-4566-88f2-fa3c4e654542,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
98,70,09,20,001,0001,01,01,2019,22.01.2019,22.01.2019,22.01.2019,1,RO09200010001012019,RU09200010001012019,finish,1,,5cc88226-c6b6-402e-a159-6140621fd7e8,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
103,41,13,12,000,0003,01,01,2019,22.01.2019,22.01.2019,,1,RO13120000003012019,RO13120000003012019,push,-1,,,ECCFailed,IOC-004:Помилка 1 підпису(невідповідність ролі),0,0,0,,,,,,recipient, 
108,51,26,12,000,0001,01,01,2019,22.01.2019,22.01.2019,22.01.2019,1,RO26120000001012019,RO26120000001012019,check,-2,,53829f6c-c9ac-4b7f-b517-d1b7efffc900,ESBFailed,ESB126303: Помилка підпису SIGN. Цифровий підпис недійсний. Під час перевірки цифрового підпису у всіх 1 випадках виникла помилка.,0,0,0,,,,,,recipient, 
113,70,35,12,000,0001,01,01,2019,22.01.2019,23.01.2019,23.01.2019,1,RO35120000001012019,RU35120000001012019,finish,1,,81985d0a-17d1-4586-8e62-795a911dc598,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
118,70,35,23,000,0003,01,01,2019,22.01.2019,22.01.2019,22.01.2019,1,RO35230000003012019,RU35230000003012019,finish,1,,6c6ef594-182f-43ba-9ddb-d956508daa8d,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
123,70,51,21,000,0001,01,01,2019,22.01.2019,23.01.2019,23.01.2019,1,RO51210000001012019,RU51210000001012019,finish,1,,127c56a1-4a10-4e17-b92a-2814f06307bd,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
128,41,59,04,000,0001,01,01,2019,22.01.2019,22.01.2019,,1,RO59040000001012019,RO59040000001012019,push,-1,,,ECCFailed,IOC-004:Помилка 1 підпису(невідповідність ролі),0,0,0,,,,,,recipient, 
133,70,61,20,000,0001,01,01,2019,22.01.2019,22.01.2019,22.01.2019,1,RO61200000001012019,RU61200000001012019,finish,1,,46f51261-f698-4ad0-9de1-2d504336205b,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
138,70,74,23,000,0001,01,01,2019,22.01.2019,24.01.2019,24.01.2019,1,RO74230000001012019,RU74230000001012019,finish,1,,63a10153-d380-408b-8f3b-bef996fead23,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
11,70,61,13,000,0002,01,01,2019,16.01.2019,21.01.2019,21.01.2019,1,RO61130000002012019,RU61130000002012019,finish,1,,5f989b2e-27ae-4f18-877d-63f9a7afaf80,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
7,70,05,09,000,0005,01,01,2019,16.01.2019,16.01.2019,16.01.2019,1,RO05090000005012019,RU05090000005012019,finish,1,,b5f2f6d7-5444-438b-800b-5c5ea04a289f,ESBSuccess,IOC-000,0,0,0,,,,,,recipient, 
12,61,05,09,000,0007,01,01,2019,17.01.2019,17.01.2019,17.01.2019,1,RO05090000007012019,RO05090000007012019,check,-2,,188b2fa4-f9c5-4766-8674-7eafd40cb7ab,EBKFailed,ESB126100: ,0,0,0,,,,,,recipient, 
16,70,63,39,000,0001,01,01,2019,17.01.2019,17.01.2019,17.01.2019,1,RO63390000001012019,RU63390000001012019,finish,1,,ce506243-a7bc-4a2c-a23b-d041b9de135f,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
17,70,59,23,000,0001,01,01,2019,17.01.2019,17.01.2019,17.01.2019,1,RO59230000001012019,RU59230000001012019,finish,1,,81743f56-f060-4d5f-92ba-5194a6068382,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
18,51,05,23,000,0001,01,01,2019,17.01.2019,17.01.2019,17.01.2019,1,RO05230000001012019,RO05230000001012019,check,-2,,4ca7785f-6eea-4e9e-8e5e-b0062044a0f7,ESBFailed,"ESB126303: Помилка підпису SIGN. Цифровий підпис недійсний. Криптографічний контекст не встановлений для задачі &quot,Перевірка цифрового підпису&quot,.",0,0,0,,,,,,recipient, 
23,70,35,23,000,0001,01,01,2019,17.01.2019,17.01.2019,17.01.2019,1,RO35230000001012019,RU35230000001012019,finish,1,,d5c2bddb-5d62-48ac-8c0f-da73fbe7a18b,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
28,70,05,17,000,0002,01,01,2019,21.01.2019,21.01.2019,21.01.2019,1,RO05170000002012019,RU05170000002012019,finish,1,,e14c5162-de1e-4f6e-931d-239e1f84ab91,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
29,41,05,23,000,0001,01,01,2019,21.01.2019,21.01.2019,,1,RO05230000001012019,RO05230000001012019,push,-1,,,ECCFailed,IOC-003:Помилка 2 підпису(валідність),0,0,0,,,,,,recipient, 
30,41,05,23,000,0001,01,01,2019,21.01.2019,21.01.2019,,1,RO05230000001012019,RO05230000001012019,push,-1,,,ECCFailed,IOC-003:Помилка 2 підпису(валідність),0,0,0,,,,,,recipient, 
36,41,26,14,000,0001,01,01,2019,21.01.2019,21.01.2019,,1,RO26140000001012019,RO26140000001012019,push,-1,,,ECCFailed,IOC-005:Помилка 2 підпису(невідповідність ролі),0,0,0,,,,,,recipient, 
38,70,35,11,000,0001,01,01,2019,21.01.2019,23.01.2019,23.01.2019,1,RO35110000001012019,RU35110000001012019,finish,1,,d4b1b01c-0e8a-4ef4-b4fc-3e21c89e39cd,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
41,51,35,16,000,0001,01,01,2019,21.01.2019,21.01.2019,21.01.2019,1,RO35160000001012019,RO35160000001012019,check,-2,,ff8015f0-7706-4974-b60d-8a8ef5bf1a1a,ESBFailed,ESB126302: Помилка структури XML в DATA,0,0,0,,,,,,recipient, 
44,72,48,18,000,0001,01,01,2019,21.01.2019,21.01.2019,21.01.2019,1,RO48180000001012019,RO48180000001012019,pull,0,,89d0b0fc-18f9-4e69-96ef-1eed3262fcbf,ESBSuccess,,0,0,0,,,,,,recipient, 
178,70,05,07,000,0001,01,01,2019,23.01.2019,23.01.2019,23.01.2019,1,RO05070000001012019,RU05070000001012019,finish,1,,71aacbd4-2b55-46c2-95ee-60ce4ec704c3,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
54,41,68,01,000,0001,01,01,2019,21.01.2019,21.01.2019,,1,RO68010000001012019,RO68010000001012019,push,-1,,,ECCFailed,IOC-001:Помилка XSD-схеми,0,0,0,,,,,,recipient, 
57,41,05,21,000,0001,01,01,2019,21.01.2019,21.01.2019,,1,RO05210000001012019,RO05210000001012019,push,-1,,,ECCFailed,IOC-004:Помилка 1 підпису(невідповідність ролі),0,0,0,,,,,,recipient, 
59,70,05,09,000,0012,01,01,2019,21.01.2019,21.01.2019,21.01.2019,1,RD05090000012012019,RT05090000012012019,finish,1,,6f0a1b12-c496-4b33-82cc-4fb267376a55,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
60,51,26,12,000,0001,01,01,2019,21.01.2019,21.01.2019,,1,RO26120000001012019,RO26120000001012019,check,-2,,53829f6c-c9ac-4b7f-b517-d1b7efffc900,ESBFailed,ESB126303: Помилка підпису SIGN. Цифровий підпис недійсний. Під час перевірки цифрового підпису у всіх 1 випадках виникла помилка.,0,0,0,,,,,,recipient, 
63,70,61,20,000,0001,01,01,2019,21.01.2019,22.01.2019,22.01.2019,1,RO61200000001012019,RU61200000001012019,finish,1,,46f51261-f698-4ad0-9de1-2d504336205b,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
64,41,14,34,000,0001,01,01,2019,21.01.2019,21.01.2019,,1,RO14340000001012019,RO14340000001012019,push,-1,,,ECCFailed,IOC-004:Помилка 1 підпису(невідповідність ролі),0,0,0,,,,,,recipient, 
67,70,48,17,000,0002,01,01,2019,21.01.2019,21.01.2019,21.01.2019,1,RO48170000002012019,RU48170000002012019,finish,1,,d48b65ae-2bd8-4da4-8887-77d01506570f,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
70,70,12,27,000,0001,01,01,2019,21.01.2019,23.01.2019,23.01.2019,1,RO12270000001012019,RU12270000001012019,finish,1,,19b3214a-df20-4d56-9fd5-dff58b70ab0a,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
73,51,35,21,000,0001,01,01,2019,21.01.2019,21.01.2019,21.01.2019,1,RO35210000001012019,RO35210000001012019,check,-2,,051f2a14-1999-430f-b586-9b53b6924c18,ESBFailed,"ESB126303: Помилка підпису SIGN. Цифровий підпис недійсний. Криптографічний контекст не встановлений для задачі &quot,Перевірка цифрового підпису&quot,.",0,0,0,,,,,,recipient, 
80,70,35,14,000,0002,01,01,2019,21.01.2019,21.01.2019,21.01.2019,1,RO35140000002012019,RU35140000002012019,finish,1,,65e51217-431f-449a-b742-39e6a1404146,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
85,41,05,17,000,0001,01,01,2019,22.01.2019,22.01.2019,,1,RO05170000001012019,RO05170000001012019,push,-1,ESB126305: regId реєстру співпадає з отриманим раніше,,ECCSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
90,70,35,11,000,0003,01,01,2019,22.01.2019,23.01.2019,23.01.2019,1,RO35110000003012019,RU35110000003012019,finish,1,,36c7a567-82d2-439b-a6e0-e4a2525da071,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
93,70,05,09,000,0020,01,01,2019,22.01.2019,22.01.2019,22.01.2019,1,RD05090000020012019,RT05090000020012019,finish,1,,831b3eb6-c9fa-406d-b5be-2cd3a2d16573,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
96,70,05,23,000,0002,01,01,2019,22.01.2019,22.01.2019,22.01.2019,1,RO05230000002012019,RU05230000002012019,finish,1,,8cfe075f-9e20-4678-ab79-8b0293172d0b,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
99,70,09,21,001,0001,01,01,2019,22.01.2019,22.01.2019,22.01.2019,1,RO09210010001012019,RU09210010001012019,finish,1,,0edd8bfb-5f9f-417f-8153-061d68eb034a,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
104,70,13,20,001,0002,01,01,2019,22.01.2019,24.01.2019,24.01.2019,1,RO13200010002012019,RU13200010002012019,finish,1,,bf456b53-2d71-4b71-a861-e52a06b725f3,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
109,70,35,01,000,0003,01,01,2019,22.01.2019,22.01.2019,22.01.2019,1,RO35010000003012019,RU35010000003012019,finish,1,,613342d4-9c3b-485e-8afb-832749e7a11e,ESBSuccess,IOC-000:Помилки відсутні,0,0,0,,,,,,recipient, 
